Big Eyes;['Crime', 'Drama'];['Scott Alexander', 'Larry Karaszewski'];Big_Eyes;./data/scraping/texts/Big_Eyes.txt
Big Fish;['Drama', 'Fantasy', 'Comedy', 'Adventure'];['Daniel Wallace', 'John August'];Big_Fish;./data/scraping/texts/Big_Fish.txt
Big Sick, The;['Comedy', 'Drama', 'Romance'];['Emily V. Gordon', 'Kumail Nanjiani'];Big_Sick;./data/scraping/texts/Big_Sick.txt
Big White, The;['Comedy', 'Crime', 'Drama'];['Collin Friesen'];Big_White;./data/scraping/texts/Big_White.txt
Birdman;['Comedy', 'Drama', 'Romance'];['Alejandro G. Inarritu', 'Nicolas Giacobone', 'Alexander Dinelaris Jr.', 'Armando Bo'];Birdman;./data/scraping/texts/Birdman.txt
Birthday Girl;['Comedy', 'Drama', 'Romance', 'Crime'];['Tom Butterworth', 'Jez Butterworth'];Birthday_Girl;./data/scraping/texts/Birthday_Girl.txt
Black Dahlia, The;['Crime', 'Drama', 'Mystery', 'Thriller'];['Josh Friedman', 'James Ellroy'];Black_Dahlia;./data/scraping/texts/Black_Dahlia.txt
Black Panther;['Action', 'Adventure', 'Sci-Fi'];['Ryan Coogler', 'Joe Robert Cole'];Black_Panther;./data/scraping/texts/Black_Panther.txt
Black Rain;['Action', 'Crime', 'Drama'];['Craig Bolotin', 'Warren Lewis'];Black_Rain;./data/scraping/texts/Black_Rain.txt
Black Snake Moan;['Drama'];['Craig Brewer'];Black_Snake_Moan;./data/scraping/texts/Black_Snake_Moan.txt
Black Swan;['Drama', 'Mystery', 'Thriller'];['Mark Heyman', 'Andres Heinz', 'John McLaughlin'];Black_Swan;./data/scraping/texts/Black_Swan.txt
BlacKkKlansman;['Crime', 'Drama'];['Charlie Wachtel', 'David Rabinowitz', 'Kevin Willmott', 'Spike Lee'];BlacKkKlansman;./data/scraping/texts/BlacKkKlansman.txt
Blade;['Action', 'Horror', 'Sci-Fi'];['David S. Goyer'];Blade;./data/scraping/texts/Blade.txt
Blade II;['Action', 'Horror', 'Thriller'];['David S. Goyer'];Blade_II;./data/scraping/texts/Blade_II.txt
Blade Runner;['Action', 'Drama', 'Sci-Fi'];['Hampton Fancher', 'David Peoples'];Blade_Runner;./data/scraping/texts/Blade_Runner.txt
Blade: Trinity;['Action', 'Fantasy', 'Horror', 'Thriller'];['David S. Goyer'];Blade:_Trinity;./data/scraping/texts/Blade:_Trinity.txt
Blast from the Past, The;['Comedy', 'Drama', 'Romance'];['Bill Kelly', 'Hugh Wilson'];Blast_from_the_Past;./data/scraping/texts/Blast_from_the_Past.txt
Bling Ring, The;['Crime', 'Drama'];['Sofia Coppola'];Bling_Ring;./data/scraping/texts/Bling_Ring.txt
Blood and Wine;['Thriller', 'Crime', 'Drama'];['Nick Villiers'];Blood_and_Wine;./data/scraping/texts/Blood_and_Wine.txt
Blow;['Crime', 'Drama'];['David McKenna', 'Nick Cassavetes'];Blow;./data/scraping/texts/Blow.txt
Blue Valentine;['Drama', 'Romance'];['Derek Cianfrance', 'Cami Delavigne', 'Joey Curtis'];Blue_Valentine;./data/scraping/texts/Blue_Valentine.txt
Blue Velvet;['Crime', 'Drama', 'Mystery', 'Thriller'];['David Lynch'];Blue_Velvet;./data/scraping/texts/Blue_Velvet.txt
Bodies, Rest & Motion;['Drama', 'Romance'];['Roger Hedden'];Bodies;./data/scraping/texts/Bodies.txt
Body Heat;['Crime', 'Thriller'];['Lawrence Kasdan'];Body_Heat;./data/scraping/texts/Body_Heat.txt
Body of Evidence;['Romance', 'Thriller'];['Brad Mirman'];Body_of_Evidence;./data/scraping/texts/Body_of_Evidence.txt
Bodyguard;['Drama', 'Romance', 'Thriller'];['Lawrence Kasdan'];Bodyguard;./data/scraping/texts/Bodyguard.txt
Bones;['Horror'];['Adam Simon', 'Tim Metcalfe'];Bones;./data/scraping/texts/Bones.txt
Bonfire of the Vanities;['Comedy', 'Drama'];['Michael Cristofer'];Bonfire_of_the_Vanities;./data/scraping/texts/Bonfire_of_the_Vanities.txt
Bonnie and Clyde;['Crime', 'Drama', 'Romance'];['David Newman', 'Robert Benton'];Bonnie_and_Clyde;./data/scraping/texts/Bonnie_and_Clyde.txt
Boogie Nights;['Drama'];['Paul Thomas Anderson'];Boogie_Nights;./data/scraping/texts/Boogie_Nights.txt
Book of Eli, The;['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller', 'Western'];['Gary Whitta'];Book_of_Eli;./data/scraping/texts/Book_of_Eli.txt
Boondock Saints 2: All Saints Day;['Action', 'Crime', 'Drama', 'Thriller'];['Troy Duffy'];Boondock_Saints_2:_All_Saints_Day;./data/scraping/texts/Boondock_Saints_2:_All_Saints_Day.txt
Boondock Saints, The;['Crime', 'Drama', 'Thriller'];['Troy Duffy'];Boondock_Saints;./data/scraping/texts/Boondock_Saints.txt
Bottle Rocket;['Comedy', 'Crime'];['Owen Wilson', 'Wes Anderson'];Bottle_Rocket;./data/scraping/texts/Bottle_Rocket.txt
Bound;['Crime', 'Drama', 'Thriller'];['Andy Wachowski', 'Larry Wachowski'];Bound;./data/scraping/texts/Bound.txt
Bounty Hunter, The;['Action', 'Comedy', 'Crime', 'Romance'];['Sarah Thorp'];Bounty_Hunter;./data/scraping/texts/Bounty_Hunter.txt
Bourne Identity, The;['Action', 'Thriller', 'Mystery', 'Drama', 'Adventure'];['Tony Gilroy', 'Robert Ludlum'];Bourne_Identity;./data/scraping/texts/Bourne_Identity.txt
Bourne Supremacy, The;['Adventure', 'Mystery', 'Thriller', 'Action', 'Drama'];['Tony Gilroy', 'Brian Helgeland', 'Robert Ludlum'];Bourne_Supremacy;./data/scraping/texts/Bourne_Supremacy.txt
Bourne Ultimatum, The;['Action', 'Adventure', 'Mystery', 'Thriller'];['Tony Gilroy', 'Scott Z. Burns', 'George Nolfi'];Bourne_Ultimatum;./data/scraping/texts/Bourne_Ultimatum.txt
Box, The;['Drama', 'Mystery', 'Sci-Fi'];['Richard Kelly', 'Richard Matheson'];Box;./data/scraping/texts/Box.txt
Boxtrolls, The;['Animation', 'Adventure', 'Comedy'];['Irena Brignull', 'Adam Pava'];Boxtrolls;./data/scraping/texts/Boxtrolls.txt
Boyhood;['Drama'];['Richard Linklater'];Boyhood;./data/scraping/texts/Boyhood.txt
Braveheart;['Drama', 'War', 'Action'];['Randall Wallace'];Braveheart;./data/scraping/texts/Braveheart.txt
Brazil;['Comedy', 'Fantasy', 'Sci-Fi'];['Terry Gilliam', 'Charles McKeown'];Brazil;./data/scraping/texts/Brazil.txt
Break;['Drama'];['Oliver Stone'];Break;./data/scraping/texts/Break.txt
Breakdown;['Action', 'Thriller'];['Jonathan Mostow'];Breakdown;./data/scraping/texts/Breakdown.txt
Breakfast Club, The;['Comedy', 'Drama'];['John Hughes'];Breakfast_Club;./data/scraping/texts/Breakfast_Club.txt
Breaking Away;['Comedy', 'Drama'];['Steve Tesich'];Breaking_Away;./data/scraping/texts/Breaking_Away.txt
Brick;['Drama', 'Mystery'];['Rian Johnson'];Brick;./data/scraping/texts/Brick.txt
Bridesmaids;['Comedy'];['Annie Mumolo'];Bridesmaids;./data/scraping/texts/Bridesmaids.txt
Bringing Out the Dead;['Drama'];['Paul Schrader'];Bringing_Out_the_Dead;./data/scraping/texts/Bringing_Out_the_Dead.txt
Broadcast News;['Comedy', 'Drama', 'Romance'];['James L. Brooks'];Broadcast_News;./data/scraping/texts/Broadcast_News.txt
Broken Arrow;['Action', 'Adventure', 'Thriller'];['Graham Yost'];Broken_Arrow;./data/scraping/texts/Broken_Arrow.txt
Broken Embraces;['Drama', 'Romance', 'Thriller'];['Pedro Almodovar'];Broken_Embraces;./data/scraping/texts/Broken_Embraces.txt
Brothers Bloom, The;['Adventure', 'Comedy', 'Crime', 'Drama', 'Romance'];['Rian Johnson'];Brothers_Bloom;./data/scraping/texts/Brothers_Bloom.txt
Bruce Almighty;['Comedy', 'Fantasy', 'Romance'];['Steve Koren', "Mark O'Keefe", 'Steve Oedekerk'];Bruce_Almighty;./data/scraping/texts/Bruce_Almighty.txt
Buffy the Vampire Slayer;['Action', 'Comedy', 'Horror'];['Joss Whedon'];Buffy_the_Vampire_Slayer;./data/scraping/texts/Buffy_the_Vampire_Slayer.txt
Bull Durham;['Comedy', 'Drama', 'Romance'];['Ron Shelton'];Bull_Durham;./data/scraping/texts/Bull_Durham.txt
Buried;['Drama', 'Mystery', 'Thriller'];['Chris Sparling'];Buried;./data/scraping/texts/Buried.txt
Burlesque;['Drama', 'Musical', 'Romance'];['Steven Antin'];Burlesque;./data/scraping/texts/Burlesque.txt
Burn After Reading;['Comedy', 'Crime'];['Joel Coen', 'Ethan Coen'];Burn_After_Reading;./data/scraping/texts/Burn_After_Reading.txt
Burning Annie;['Comedy', 'Drama', 'Romance'];['Zack Ordynans'];Burning_Annie;./data/scraping/texts/Burning_Annie.txt
Butterfly Effect, The;['Drama', 'Thriller', 'Fantasy'];['J. Mackye Gruber', 'Eric Bress'];Butterfly_Effect;./data/scraping/texts/Butterfly_Effect.txt
Cable Guy;['Comedy', 'Drama', 'Thriller'];['Lou Holtz Jr.', 'Judd Apatow'];Cable_Guy;./data/scraping/texts/Cable_Guy.txt
Candle to Water;['Drama'];['Nick Green'];Candle_to_Water;./data/scraping/texts/Candle_to_Water.txt
Capote;['Crime', 'Drama'];['Dan Futterman'];Capote;./data/scraping/texts/Capote.txt
Carrie;['Horror', 'Thriller'];['Lawrence D. Cohen', 'Stephen King'];Carrie;./data/scraping/texts/Carrie.txt
Cars 2;['Animation', 'Action', 'Adventure'];['Ben Queen'];Cars_2;./data/scraping/texts/Cars_2.txt
Case 39;['Horror', 'Mystery', 'Thriller'];['Ray Wright'];Case_39;./data/scraping/texts/Case_39.txt
Casino;['Crime'];['Nicholas Pileggi', 'Martin Scorsese'];Casino;./data/scraping/texts/Casino.txt
Cast Away;['Adventure', 'Drama'];['William Broyles Jr.'];Cast_Away;./data/scraping/texts/Cast_Away.txt
Catch Me If You Can;['Crime', 'Drama'];['Jeff Nathanson'];Catch_Me_If_You_Can;./data/scraping/texts/Catch_Me_If_You_Can.txt
Catwoman;['Action', 'Crime'];['Daniel Waters'];Catwoman;./data/scraping/texts/Catwoman.txt
Cecil B. Demented;['Comedy', 'Crime', 'Thriller'];['John Waters'];Cecil_B;./data/scraping/texts/Cecil_B.txt
Cedar Rapids;['Comedy'];['Phil Johnston'];Cedar_Rapids;./data/scraping/texts/Cedar_Rapids.txt
Celeste & Jesse Forever;['Comedy', 'Drama', 'Romance'];['Rashida Jones', 'Will McCormack'];Celeste_&_Jesse_Forever;./data/scraping/texts/Celeste_&_Jesse_Forever.txt
Cell, The;['Horror', 'Sci-Fi', 'Thriller'];['Mark Protosevich'];Cell;./data/scraping/texts/Cell.txt
Cellular;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];['Larry Cohen', 'Chris Morgan', 'J. Mackye Gruber', 'Eric Bress'];Cellular;./data/scraping/texts/Cellular.txt
Change-Up, The;['Comedy'];['Jon Lucas', 'Scott Moore'];Change-Up;./data/scraping/texts/Change-Up.txt
Changeling;['Crime', 'Drama', 'Mystery'];['J Michael Straczynski'];Changeling;./data/scraping/texts/Changeling.txt
Chaos;['Action', 'Crime', 'Drama', 'Thriller'];['Tony Giglio'];Chaos;./data/scraping/texts/Chaos.txt
Charade;['Comedy', 'Mystery', 'Romance', 'Thriller'];['Peter Stone'];Charade;./data/scraping/texts/Charade.txt
Charlie's Angels;['Action', 'Comedy'];['Ed Solomon', 'John August', 'Zak Penn'];Charlie's_Angels;./data/scraping/texts/Charlie's_Angels.txt
Chasing Amy;['Comedy', 'Romance'];['Kevin Smith'];Chasing_Amy;./data/scraping/texts/Chasing_Amy.txt
Chasing Sleep;['Horror', 'Thriller'];['Michael Walker'];Chasing_Sleep;./data/scraping/texts/Chasing_Sleep.txt
Cherry Falls;['Horror', 'Thriller', 'Comedy', 'Mystery'];['Ken Selden'];Cherry_Falls;./data/scraping/texts/Cherry_Falls.txt
Chinatown;['Crime', 'Mystery', 'Thriller'];['Robert Towne'];Chinatown;./data/scraping/texts/Chinatown.txt
Christ Complex;['Comedy', 'Fantasy'];['Jeffrey Scott Richards'];Christ_Complex;./data/scraping/texts/Christ_Complex.txt
Chronicle;['Drama', 'Sci-Fi', 'Thriller'];['Max Landis', 'Josh Trank'];Chronicle;./data/scraping/texts/Chronicle.txt
Chronicles of Narnia: The Lion, the Witch and the Wardrobe;['Action', 'Adventure', 'Drama', 'Family', 'Fantasy'];['C.S. Lewis', 'Ann Peacock'];Chronicles_of_Narnia:_The_Lion;./data/scraping/texts/Chronicles_of_Narnia:_The_Lion.txt
Cider House Rules, The;['Drama', 'Romance'];['John Irving'];Cider_House_Rules;./data/scraping/texts/Cider_House_Rules.txt
Cincinnati Kid, The;['Drama'];['Ring Lardner Jr', 'Terry Southern', 'Richard Jessup'];Cincinnati_Kid;./data/scraping/texts/Cincinnati_Kid.txt
Cinema Paradiso;['Drama', 'Romance'];['Giuseppe Tornatore'];Cinema_Paradiso;./data/scraping/texts/Cinema_Paradiso.txt
Cirque du Freak: The Vampire's Assistant;['Action', 'Adventure', 'Fantasy', 'Thriller'];['Brian Helgeland'];Cirque_du_Freak:_The_Vampire's_Assistant;./data/scraping/texts/Cirque_du_Freak:_The_Vampire's_Assistant.txt
Citizen Kane;['Drama', 'Mystery'];['Herman J. Mankiewicz', 'Orson Welles'];Citizen_Kane;./data/scraping/texts/Citizen_Kane.txt
City of Joy;['Drama'];['Gerald Brach', 'Roland Joffe'];City_of_Joy;./data/scraping/texts/City_of_Joy.txt
Clash of the Titans;['Action', 'Adventure', 'Drama', 'Fantasy'];['John Glenn', 'Travis Wright'];Clash_of_the_Titans;./data/scraping/texts/Clash_of_the_Titans.txt
Clerks;['Comedy', 'Drama'];['Kevin Smith'];Clerks;./data/scraping/texts/Clerks.txt
Cliffhanger;['Action', 'Adventure', 'Thriller'];['Michael France'];Cliffhanger;./data/scraping/texts/Cliffhanger.txt
Clueless;['Comedy', 'Romance'];['Amy Heckerling'];Clueless;./data/scraping/texts/Clueless.txt
Cobb;['Drama'];['Ron Shelton'];Cobb;./data/scraping/texts/Cobb.txt
Coco;['Animation', 'Adventure', 'Comedy'];['Lee Unkrich', 'Jason Katz', 'Matthew Aldrich', 'Adrian Molina'];Coco;./data/scraping/texts/Coco.txt
Code of Silence;['Action', 'Drama'];['Michael Butler', 'Dennis Shryack', 'Mike Gray', 'John Mason'];Code_of_Silence;./data/scraping/texts/Code_of_Silence.txt
Cold Mountain;['Drama', 'War', 'Romance'];['Charles Frazier', 'Anthony Minghella'];Cold_Mountain;./data/scraping/texts/Cold_Mountain.txt
Collateral;['Action', 'Crime', 'Thriller'];['Stuart Beattie', 'Frank Darabont', 'Michael Mann'];Collateral;./data/scraping/texts/Collateral.txt
Collateral Damage;['Action', 'Thriller'];['Ronald Roose'];Collateral_Damage;./data/scraping/texts/Collateral_Damage.txt
Colombiana;['Action', 'Crime', 'Drama'];['Robert Mark Kamen', 'Luc Besson'];Colombiana;./data/scraping/texts/Colombiana.txt
Color of Night;['Mystery', 'Romance', 'Thriller'];['Billy Ray', 'Matthew Chapman'];Color_of_Night;./data/scraping/texts/Color_of_Night.txt
Commando;['Action', 'Thriller'];['Richard Tuggle'];Commando;./data/scraping/texts/Commando.txt
Conan the Barbarian;['Action', 'Adventure', 'Fantasy'];['Thomas Dean Donnelly', 'Joshua Oppenheimer'];Conan_the_Barbarian;./data/scraping/texts/Conan_the_Barbarian.txt
Confessions of a Dangerous Mind;['Crime', 'Drama'];['Charlie Kaufman'];Confessions_of_a_Dangerous_Mind;./data/scraping/texts/Confessions_of_a_Dangerous_Mind.txt
Confidence;['Crime', 'Drama'];['Doug Jung'];Confidence;./data/scraping/texts/Confidence.txt
Constantine;['Action', 'Thriller', 'Fantasy', 'Drama', 'Horror'];['Jamie Delano', 'Garth Ennis'];Constantine;./data/scraping/texts/Constantine.txt
Cooler, The;['Drama', 'Romance', 'Comedy'];['Frank Hannah', 'Wayne Kramer'];Cooler;./data/scraping/texts/Cooler.txt
Copycat;['Crime', 'Horror', 'Mystery', 'Thriller'];['Frank Pierson', 'Ann Biderman', 'Jay Presson Allen'];Copycat;./data/scraping/texts/Copycat.txt
Coraline;['Animation', 'Adventure', 'Family', 'Fantasy'];['Henry Selick', 'Neil Gaiman'];Coraline;./data/scraping/texts/Coraline.txt
Coriolanus;['Drama', 'Thriller', 'War'];['John Logan', 'William Shakespeare'];Coriolanus;./data/scraping/texts/Coriolanus.txt
Cowboys & Aliens;['Action', 'Sci-Fi', 'Thriller'];['Alex Kurtzman', 'Roberto Orci', 'Damon Lindelof'];Cowboys_&_Aliens;./data/scraping/texts/Cowboys_&_Aliens.txt
Cradle 2 the Grave;['Action', 'Comedy', 'Crime', 'Drama', 'Thriller'];["John O'Brian", 'Channing Gibson'];Cradle_2_the_Grave;./data/scraping/texts/Cradle_2_the_Grave.txt
Crank;['Action', 'Crime', 'Drama', 'Thriller'];['Mark Neveldine', 'Brian Taylor'];Crank;./data/scraping/texts/Crank.txt
Crash;['Drama', 'Thriller', 'Romance'];['J.G. Ballard', 'David Cronenberg'];Crash;./data/scraping/texts/Crash.txt
Crazy, Stupid, Love;['Comedy', 'Drama', 'Romance'];['Dan Fogelman'];Crazy;./data/scraping/texts/Crazy.txt
Crazylove;['Drama', 'Romance'];['Carol Watson'];Crazylove;./data/scraping/texts/Crazylove.txt
Creation;['Drama'];['John Collee'];Creation;./data/scraping/texts/Creation.txt
Crime Spree;['Crime', 'Comedy'];['Brad Mirman'];Crime_Spree;./data/scraping/texts/Crime_Spree.txt
Croods, The;['Animation', 'Adventure', 'Comedy'];['Kirk DeMicco', 'Chris Sanders'];Croods;./data/scraping/texts/Croods.txt
Crouching Tiger, Hidden Dragon;['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance'];['Wang Hui Ling', 'James Schamus', 'Tsai Kuo Jung'];Crouching_Tiger;./data/scraping/texts/Crouching_Tiger.txt
Croupier;['Crime', 'Drama'];['Paul Mayersberg'];Croupier;./data/scraping/texts/Croupier.txt
Crow Salvation, The;['Action', 'Drama', 'Crime', 'Horror', 'Thriller'];['Chip Johannessen'];Crow_Salvation;./data/scraping/texts/Crow_Salvation.txt
Crow, The;['Action', 'Drama', 'Horror', 'Fantasy', 'Romance', 'Thriller'];['David Schow'];Crow;./data/scraping/texts/Crow.txt
Crow: City of Angels, The;['Action', 'Fantasy', 'Thriller', 'Crime'];['David S Goyer', "James O'Barr"];Crow:_City_of_Angels;./data/scraping/texts/Crow:_City_of_Angels.txt
Cruel Intentions;['Drama', 'Romance'];['Roger Kumble'];Cruel_Intentions;./data/scraping/texts/Cruel_Intentions.txt
Crying Game;['Action', 'Drama', 'Romance'];['Neil Jordan'];Crying_Game;./data/scraping/texts/Crying_Game.txt
Cube;['Thriller', 'Sci-Fi', 'Horror', 'Mystery'];['André Bijelic', 'Vincenzo Natali', 'Graeme Manson'];Cube;./data/scraping/texts/Cube.txt
Curious Case of Benjamin Button, The;['Drama', 'Fantasy', 'Mystery', 'Romance'];['Eric Roth'];Curious_Case_of_Benjamin_Button;./data/scraping/texts/Curious_Case_of_Benjamin_Button.txt
Custody;['Comedy'];['Eric Stuyvesant'];Custody;./data/scraping/texts/Custody.txt
Dallas Buyers Club;['Drama'];['Craig Borten', 'Melisa Wallack'];Dallas_Buyers_Club;./data/scraping/texts/Dallas_Buyers_Club.txt
Damned United, The;['Drama'];['Peter Morgan', 'David Peace'];Damned_United;./data/scraping/texts/Damned_United.txt
Dances with Wolves;['Adventure', 'Drama', 'Western'];['Michael Blake'];Dances_with_Wolves;./data/scraping/texts/Dances_with_Wolves.txt
Dark City;['Mystery', 'Sci-Fi', 'Thriller'];['Alex Proyas'];Dark_City;./data/scraping/texts/Dark_City.txt
Dark Knight Rises, The;['Action', 'Crime', 'Thriller'];['Jonathan Nolan', 'Christopher Nolan'];Dark_Knight_Rises;./data/scraping/texts/Dark_Knight_Rises.txt
Dark Star;['Comedy', 'Sci-Fi', 'Thriller'];['John Carpenter', "Dan O'Bannon"];Dark_Star;./data/scraping/texts/Dark_Star.txt
Darkman;['Action', 'Crime', 'Sci-Fi', 'Thriller'];['Joshua Goldin', 'Daniel Goldin', 'Sam Raimi', 'Ivan Raimi', 'Chuck Pfarrer'];Darkman;./data/scraping/texts/Darkman.txt
Date Night;['Comedy', 'Crime', 'Romance'];['Josh Klausner'];Date_Night;./data/scraping/texts/Date_Night.txt
Dave Barry's Complete Guide to Guys;['Comedy'];['Jeff Arch', 'Dave Barry'];Dave_Barry's_Complete_Guide_to_Guys;./data/scraping/texts/Dave_Barry's_Complete_Guide_to_Guys.txt
Dawn of the Dead;['Action', 'Horror', 'Drama'];['George A. Romero'];Dawn_of_the_Dead;./data/scraping/texts/Dawn_of_the_Dead.txt
Day of the Dead;['Horror', 'Drama', 'Sci-Fi', 'Thriller'];['George A. Romero'];Day_of_the_Dead;./data/scraping/texts/Day_of_the_Dead.txt
Day the Clown Cried, The;['Drama'];['Charles Denton', 'Jerry Lewis'];Day_the_Clown_Cried;./data/scraping/texts/Day_the_Clown_Cried.txt
Day the Earth Stood Still, The;['Drama', 'Sci-Fi', 'Thriller'];['Edmund H. North'];Day_the_Earth_Stood_Still;./data/scraping/texts/Day_the_Earth_Stood_Still.txt
Days of Heaven;['Drama'];['Terrance Malick'];Days_of_Heaven;./data/scraping/texts/Days_of_Heaven.txt
Dead Poets Society;['Drama'];['Tom Schulman'];Dead_Poets_Society;./data/scraping/texts/Dead_Poets_Society.txt
Deadpool;['Action', 'Adventure', 'Comedy'];['Rhett Reese', 'Paul Wernick'];Deadpool;./data/scraping/texts/Deadpool.txt
Dear White People;['Comedy', 'Drama'];['Justin Simien'];Dear_White_People;./data/scraping/texts/Dear_White_People.txt
Death at a Funeral;['Comedy'];['Chris Rock', 'Aeysha Carr'];Death_at_a_Funeral;./data/scraping/texts/Death_at_a_Funeral.txt
Death to Smoochy;['Comedy', 'Crime'];['Marty Kaplan'];Death_to_Smoochy;./data/scraping/texts/Death_to_Smoochy.txt
Debt, The;['Action', 'Drama', 'Thriller'];['Matthew Vaughn', 'Jane Goldman', 'Peter Straughan'];Debt;./data/scraping/texts/Debt.txt
Deception;['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller'];['Mark Bomback', 'Patrick Marber'];Deception;./data/scraping/texts/Deception.txt
Deep Cover;['Action', 'Crime', 'Thriller'];['Michael Tolkin', 'Henry Bean'];Deep_Cover;./data/scraping/texts/Deep_Cover.txt
Deep Rising;['Action', 'Horror', 'Thriller'];['Steven Sommers', 'Robert Mark Kamen'];Deep_Rising;./data/scraping/texts/Deep_Rising.txt
Deer Hunter, The;['Drama', 'War'];['Deric Washburn'];Deer_Hunter;./data/scraping/texts/Deer_Hunter.txt
Defiance;['Action', 'Drama', 'Thriller', 'War'];['Clayton Frohman', 'Edward Zwick'];Defiance;./data/scraping/texts/Defiance.txt
Departed, The;['Crime', 'Drama', 'Thriller'];['William Monahan'];Departed;./data/scraping/texts/Departed.txt
Descendants, The;['Comedy', 'Drama'];['Alexander Payne', 'Nat Faxon', 'Jim Rash'];Descendants;./data/scraping/texts/Descendants.txt
Despicable Me 2;['Animation', 'Adventure', 'Comedy'];['Cinco Paul', 'Ken Daurio'];Despicable_Me_2;./data/scraping/texts/Despicable_Me_2.txt
Detroit Rock City;['Adventure', 'Comedy', 'Musical'];['Carl V Dupre'];Detroit_Rock_City;./data/scraping/texts/Detroit_Rock_City.txt
Devil in a Blue Dress;['Crime', 'Mystery', 'Thriller'];['Carl Franklin', 'Walter Mosley'];Devil_in_a_Blue_Dress;./data/scraping/texts/Devil_in_a_Blue_Dress.txt
Devil Wears Prada, The;['Comedy', 'Drama'];['Aline Brosh McKenna', 'Lauren Weisberger'];Devil_Wears_Prada;./data/scraping/texts/Devil_Wears_Prada.txt
Devil's Advocate;['Drama', 'Horror', 'Thriller'];['Andrew Neiderman', 'Jonathan Lemkin'];Devil's_Advocate;./data/scraping/texts/Devil's_Advocate.txt
Die Hard;['Action', 'Thriller'];['Jeb Stuart', 'Steven E. De Souza'];Die_Hard;./data/scraping/texts/Die_Hard.txt
Die Hard 2;['Action', 'Thriller'];['Doug Richardson', 'Steven E. de Souza'];Die_Hard_2;./data/scraping/texts/Die_Hard_2.txt
Diner;['Comedy', 'Drama'];['Barry Levinson'];Diner;./data/scraping/texts/Diner.txt
Distinguished Gentleman, The;['Comedy'];['Adam Resnick'];Distinguished_Gentleman;./data/scraping/texts/Distinguished_Gentleman.txt
Disturbia;['Thriller'];['Christopher Landon', 'Carl Ellsworth'];Disturbia;./data/scraping/texts/Disturbia.txt
Django Unchained;['Adventure', 'Drama', 'Western'];['Quentin Tarantino'];Django_Unchained;./data/scraping/texts/Django_Unchained.txt
Do The Right Thing;['Comedy', 'Drama'];['Spike Lee'];Do_The_Right_Thing;./data/scraping/texts/Do_The_Right_Thing.txt
Dog Day Afternoon;['Comedy', 'Drama', 'Thriller'];['Frank Pierson'];Dog_Day_Afternoon;./data/scraping/texts/Dog_Day_Afternoon.txt
Dogma;['Comedy', 'Fantasy', 'Adventure'];['Kevin Smith'];Dogma;./data/scraping/texts/Dogma.txt
Donnie Brasco;['Crime', 'Drama', 'Thriller'];['Paul Attanasio'];Donnie_Brasco;./data/scraping/texts/Donnie_Brasco.txt
Doors, The;['Biography', 'Drama', 'Music'];['Randall Jahnson', 'Oliver Stone'];Doors;./data/scraping/texts/Doors.txt
Double Indemnity;['Crime', 'Film-Noir', 'Drama'];['James M. Cain', 'Billy Wilder', 'Raymond Chandler'];Double_Indemnity;./data/scraping/texts/Double_Indemnity.txt
Drag Me to Hell;['Horror', 'Thriller'];['Ivan Raimi', 'Sam Raimi'];Drag_Me_to_Hell;./data/scraping/texts/Drag_Me_to_Hell.txt
Dragonslayer;['Action', 'Adventure', 'Fantasy'];['Hal Barwood', 'Matthew Robbins'];Dragonslayer;./data/scraping/texts/Dragonslayer.txt
Drive;['Action', 'Crime', 'Drama'];['Hossein Amini', 'James Sallis'];Drive;./data/scraping/texts/Drive.txt
Drive Angry;['Action', 'Crime', 'Fantasy'];['Todd Farmer', 'Patrick Lussier'];Drive_Angry;./data/scraping/texts/Drive_Angry.txt
Drop Dead Gorgeous;['Comedy'];['Lona Williams'];Drop_Dead_Gorgeous;./data/scraping/texts/Drop_Dead_Gorgeous.txt
Dry White Season, A;['Drama', 'Thriller'];['Euzhan Palcy'];Dry_White_Season;./data/scraping/texts/Dry_White_Season.txt
Duck Soup;['Comedy', 'Family', 'Musical'];['Bert Kelmer', 'Harry Ruby', 'Grover Jones'];Duck_Soup;./data/scraping/texts/Duck_Soup.txt
Dumb and Dumber;['Adventure', 'Comedy'];['Peter Farrelly', 'Bobby Farrelly', ' Bennett Yellin'];Dumb_and_Dumber;./data/scraping/texts/Dumb_and_Dumber.txt
Dune;['Action', 'Adventure', 'Sci-Fi', 'Fantasy'];['David Lynch', 'Frank Herbert'];Dune;./data/scraping/texts/Dune.txt
E.T.;['Family', 'Sci-Fi', 'Adventure', 'Fantasy'];['Melissa Mathison'];E;./data/scraping/texts/E.txt
Eagle Eye;['Action', 'Mystery', 'Thriller'];['John Glenn', 'Travis Wright'];Eagle_Eye;./data/scraping/texts/Eagle_Eye.txt
Eastern Promises;['Crime', 'Drama', 'Mystery', 'Thriller'];['Steven Knight'];Eastern_Promises;./data/scraping/texts/Eastern_Promises.txt
Easy A;['Comedy', 'Romance'];['Bert V. Royal'];Easy_A;./data/scraping/texts/Easy_A.txt
Ed TV;['Comedy'];['Emile Gaudreault', 'Sylvie Bochard'];Ed_TV;./data/scraping/texts/Ed_TV.txt
